"","order","family","genus","species","adultbodymass","adultforearmlen","adultheadbodylen","basalmetrate","basalmetratemass","dietbreadth","homerange","terrestriality","weaningage"
"Muntiacus_muntjak","Artiodactyla","Cervidae","Muntiacus","muntjak",9.77631248702257,NA,6.90273268685683,NA,NA,3,NA,NA,NA
"Muntiacus_puhoatensis","Artiodactyla","Cervidae","Muntiacus","puhoatensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Muntiacus_putaoensis","Artiodactyla","Cervidae","Muntiacus","putaoensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Muntiacus_reevesi","Artiodactyla","Cervidae","Muntiacus","reevesi",9.5104405199722,NA,NA,NA,NA,2,0.12,NA,NA
"Muntiacus_rooseveltorum","Artiodactyla","Cervidae","Muntiacus","rooseveltorum",9.28383615678146,NA,NA,NA,NA,NA,NA,NA,NA
"Muntiacus_truongsonensis","Artiodactyla","Cervidae","Muntiacus","truongsonensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Muntiacus_vuquangensis","Artiodactyla","Cervidae","Muntiacus","vuquangensis",10.5102818665136,NA,NA,NA,NA,NA,NA,NA,NA
"Naemorhedus_baileyi","Artiodactyla","Bovidae","Naemorhedus","baileyi",10.2703313678028,NA,6.94697599213542,NA,NA,NA,NA,NA,NA
"Naemorhedus_caudatus","Artiodactyla","Bovidae","Naemorhedus","caudatus",10.203591774616,NA,NA,NA,NA,NA,NA,NA,NA
"Naemorhedus_goral","Artiodactyla","Bovidae","Naemorhedus","goral",10.2680094782255,NA,6.96602418710611,NA,NA,2,NA,1,59.27
"Naemorhedus_griseus","Artiodactyla","Bovidae","Naemorhedus","griseus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nanger_dama","Artiodactyla","Bovidae","Nanger","dama",11.1764005669624,NA,7.28809401377268,NA,NA,1,NA,1,NA
"Nanger_granti","Artiodactyla","Bovidae","Nanger","granti",10.9234977342559,NA,7.33301647841741,NA,NA,2,NA,1,NA
"Nanger_soemmerringii","Artiodactyla","Bovidae","Nanger","soemmerringii",10.6354450254998,NA,7.2152399787301,NA,NA,NA,NA,1,NA
"Neotragus_batesi","Artiodactyla","Bovidae","Neotragus","batesi",7.99545827714221,NA,6.29156913955832,NA,NA,4,NA,1,NA
"Neotragus_moschatus","Artiodactyla","Bovidae","Neotragus","moschatus",8.63746379716968,NA,6.39691298841059,NA,NA,5,NA,1,NA
"Neotragus_pygmaeus","Artiodactyla","Bovidae","Neotragus","pygmaeus",8.27223338682113,NA,6.21458809822219,NA,NA,4,NA,NA,NA
"Odocoileus_hemionus","Artiodactyla","Cervidae","Odocoileus","hemionus",11.3452233612972,NA,7.32416032712864,NA,NA,2,2.01,1,73.49
"Odocoileus_virginianus","Artiodactyla","Cervidae","Odocoileus","virginianus",11.2371884322863,NA,7.32230565741783,NA,NA,4,1.99,1,79.92
"Okapia_johnstoni","Artiodactyla","Giraffidae","Okapia","johnstoni",12.3458395444148,NA,7.60090245954208,NA,NA,1,4.63,1,181.46
"Oreamnos_americanus","Artiodactyla","Bovidae","Oreamnos","americanus",11.1858842164463,NA,7.16806358526141,9.02641753381525,10.3734911817819,2,18.17,1,84.86
"Oreotragus_oreotragus","Artiodactyla","Bovidae","Oreotragus","oreotragus",9.50944817149718,NA,6.7153712650491,NA,NA,4,NA,1,136.87
"Oryx_beisa","Artiodactyla","Bovidae","Oryx","beisa",12.2089510988058,NA,NA,NA,NA,NA,NA,NA,NA
"Oryx_dammah","Artiodactyla","Bovidae","Oryx","dammah",12.2050668899275,NA,7.55485852104068,NA,NA,5,NA,1,NA
"Oryx_gazella","Artiodactyla","Bovidae","Oryx","gazella",12.146346260803,NA,7.38709023565676,NA,NA,5,NA,1,NA
"Oryx_leucoryx","Artiodactyla","Bovidae","Oryx","leucoryx",11.2356984144755,NA,NA,NA,NA,5,NA,1,58.46
"Ourebia_ourebi","Artiodactyla","Bovidae","Ourebia","ourebi",9.75185561468012,NA,7.05617528410041,NA,NA,3,NA,1,136.87
"Ovibos_moschatus","Artiodactyla","Bovidae","Ovibos","moschatus",12.6523597481586,NA,NA,NA,NA,2,NA,1,254.48
"Ovis_ammon","Artiodactyla","Bovidae","Ovis","ammon",11.6439424992434,NA,7.36833968631138,NA,NA,2,4.59,1,76.61
"Ovis_aries","Artiodactyla","Bovidae","Ovis","aries",10.573823780323,NA,7.16798650090025,NA,NA,2,NA,NA,182.5
"Ovis_canadensis","Artiodactyla","Bovidae","Ovis","canadensis",11.2204970799094,NA,7.35596054076646,10.0033328875058,11.0821425488778,2,18.94,1,130.8
"Ovis_dalli","Artiodactyla","Bovidae","Ovis","dalli",11.1590199682841,NA,7.25489894425307,NA,NA,2,10.15,1,121.66
"Ovis_nivicola","Artiodactyla","Bovidae","Ovis","nivicola",11.4075649493124,NA,NA,NA,NA,NA,NA,NA,NA
"Ozotoceros_bezoarticus","Artiodactyla","Cervidae","Ozotoceros","bezoarticus",10.4521983826785,NA,7.11048385555373,NA,NA,3,6.16,1,362.93
"Pantholops_hodgsonii","Artiodactyla","Bovidae","Pantholops","hodgsonii",10.3961426883416,NA,NA,NA,NA,NA,NA,NA,NA
"Pecari_tajacu","Artiodactyla","Tayassuidae","Pecari","tajacu",9.9586237285864,4.56006821207567,6.79047961459118,NA,NA,5,1.37,1,47.25
"Pelea_capreolus","Artiodactyla","Bovidae","Pelea","capreolus",10.0314994281132,NA,NA,NA,NA,2,NA,1,NA
"Phacochoerus_aethiopicus","Artiodactyla","Suidae","Phacochoerus","aethiopicus",11.2333110281202,NA,NA,NA,NA,4,1.35,1,106.45
"Phacochoerus_africanus","Artiodactyla","Suidae","Phacochoerus","africanus",11.3205534511106,NA,7.21195517790945,NA,NA,1,1.55,NA,NA
"Philantomba_maxwellii","Artiodactyla","Bovidae","Philantomba","maxwellii",9.05458557290399,NA,6.73960877966949,NA,NA,7,NA,1,60.48
"Philantomba_monticola","Artiodactyla","Bovidae","Philantomba","monticola",8.49618403655832,NA,6.54001938768398,7.49886973397693,8.34283980427146,3,NA,1,27.28
"Potamochoerus_larvatus","Artiodactyla","Suidae","Potamochoerus","larvatus",11.1427858492528,NA,NA,NA,NA,7,4.47,1,NA
"Potamochoerus_porcus","Artiodactyla","Suidae","Potamochoerus","porcus",11.1562549495931,NA,7.22205493933819,NA,NA,5,NA,1,NA
"Procapra_gutturosa","Artiodactyla","Bovidae","Procapra","gutturosa",10.2497074827907,NA,7.12550832760736,NA,NA,1,NA,1,38.97
"Procapra_picticaudata","Artiodactyla","Bovidae","Procapra","picticaudata",10.0518071215764,NA,6.88755257166462,NA,NA,NA,NA,NA,NA
"Procapra_przewalskii","Artiodactyla","Bovidae","Procapra","przewalskii",10.2219409200182,NA,NA,NA,NA,NA,NA,NA,NA
"Przewalskium_albirostris","Artiodactyla","Cervidae","Przewalskium","albirostris",11.9933861036166,NA,NA,NA,NA,NA,NA,NA,NA
"Pseudois_nayaur","Artiodactyla","Bovidae","Pseudois","nayaur",10.8654124259564,NA,7.17011185111235,NA,NA,2,NA,1,NA
"Pseudois_schaeferi","Artiodactyla","Bovidae","Pseudois","schaeferi",10.2836345107796,NA,NA,NA,NA,NA,NA,1,NA
"Pseudoryx_nghetinhensis","Artiodactyla","Bovidae","Pseudoryx","nghetinhensis",11.4911112557992,NA,7.46737106691756,NA,NA,2,NA,NA,NA
"Pudu_mephistophiles","Artiodactyla","Cervidae","Pudu","mephistophiles",9.16951421078058,NA,NA,NA,NA,NA,NA,NA,NA
"Pudu_puda","Artiodactyla","Cervidae","Pudu","puda",9.17394813491031,NA,NA,NA,NA,4,0.17,1,54.75
"Rangifer_tarandus","Artiodactyla","Cervidae","Rangifer","tarandus",11.5999147583827,NA,7.70722001708919,NA,NA,3,2771.22,NA,136.87
"Raphicerus_campestris","Artiodactyla","Bovidae","Raphicerus","campestris",9.36405066913494,NA,6.7153712650491,8.21500643276157,9.16951837745593,5,0.43,1,49.89
"Raphicerus_melanotis","Artiodactyla","Bovidae","Raphicerus","melanotis",9.25942953905884,NA,NA,NA,NA,2,NA,1,NA
"Raphicerus_sharpei","Artiodactyla","Bovidae","Raphicerus","sharpei",9.14813512663228,NA,6.52207809217967,NA,NA,3,NA,1,NA
"Redunca_arundinum","Artiodactyla","Bovidae","Redunca","arundinum",10.969219147586,NA,7.31654817718298,NA,NA,2,NA,1,NA
"Redunca_fulvorufula","Artiodactyla","Bovidae","Redunca","fulvorufula",10.2871384514732,NA,7.11476944836646,NA,NA,1,0.07,1,82.12
"Redunca_redunca","Artiodactyla","Bovidae","Redunca","redunca",10.6756526851176,NA,7.0475172213573,NA,NA,1,NA,1,NA
"Rucervus_duvaucelii","Artiodactyla","Cervidae","Rucervus","duvaucelii",12.0507271021377,NA,7.3132203870903,NA,NA,2,14.11,1,NA
"Rucervus_eldii","Artiodactyla","Cervidae","Rucervus","eldii",11.4665842047862,NA,7.40853056689463,NA,NA,3,NA,1,220.26
"Rucervus_schomburgki","Artiodactyla","Cervidae","Rucervus","schomburgki",11.5864214356035,NA,NA,NA,NA,NA,NA,NA,NA
"Rupicapra_pyrenaica","Artiodactyla","Bovidae","Rupicapra","pyrenaica",10.3089523273109,NA,NA,NA,NA,NA,NA,NA,NA
"Rupicapra_rupicapra","Artiodactyla","Bovidae","Rupicapra","rupicapra",10.4123016545481,NA,NA,NA,NA,2,2.65,1,76.04
"Rusa_alfredi","Artiodactyla","Cervidae","Rusa","alfredi",10.7466706732671,NA,NA,NA,NA,NA,NA,NA,NA
"Rusa_marianna","Artiodactyla","Cervidae","Rusa","marianna",10.8088712180316,NA,7.13489085156588,NA,NA,NA,NA,NA,NA
"Rusa_timorensis","Artiodactyla","Cervidae","Rusa","timorensis",11.1030832914726,NA,7.3993919671047,NA,NA,2,NA,NA,227.47
"Rusa_unicolor","Artiodactyla","Cervidae","Rusa","unicolor",12.0868548936605,NA,7.62070508683826,NA,NA,3,NA,NA,NA
"Saiga_borealis","Artiodactyla","Bovidae","Saiga","borealis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saiga_tatarica","Artiodactyla","Bovidae","Saiga","tatarica",10.5383170887845,NA,7.05617528410041,NA,NA,2,NA,2,83.64
"Sus_ahoenobarbus","Artiodactyla","Suidae","Sus","ahoenobarbus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sus_barbatus","Artiodactyla","Suidae","Sus","barbatus",11.8189823075799,NA,7.20785246399763,NA,NA,6,NA,1,105.85
"Sus_bucculentus","Artiodactyla","Suidae","Sus","bucculentus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sus_cebifrons","Artiodactyla","Suidae","Sus","cebifrons",12.1589406807879,NA,7.20785246399763,NA,NA,6,NA,NA,105.85
"Sus_celebensis","Artiodactyla","Suidae","Sus","celebensis",10.8932742550436,NA,NA,NA,NA,5,NA,NA,NA
"Sus_oliveri","Artiodactyla","Suidae","Sus","oliveri",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sus_philippensis","Artiodactyla","Suidae","Sus","philippensis",12.1589406807879,NA,7.20785246399763,NA,NA,6,NA,NA,105.85
"Sus_salvanius","Artiodactyla","Suidae","Sus","salvanius",8.98395783079311,NA,6.39636282793324,NA,NA,4,0.15,1,NA
"Sus_scrofa","Artiodactyla","Suidae","Sus","scrofa",11.3441699518801,NA,7.20785246399763,NA,NA,5,1.18,NA,97.88
"Sus_verrucosus","Artiodactyla","Suidae","Sus","verrucosus",11.4009456455345,NA,7.13089883029635,NA,NA,3,NA,NA,NA
"Sylvicapra_grimmia","Artiodactyla","Bovidae","Sylvicapra","grimmia",9.65753266479632,NA,6.86767259443823,NA,NA,4,NA,1,60.83
"Syncerus_caffer","Artiodactyla","Bovidae","Syncerus","caffer",13.292386247782,NA,7.83433687777988,NA,NA,1,63.73,1,319.37
"Taurotragus_derbianus","Artiodactyla","Bovidae","Taurotragus","derbianus",13.3785923207599,NA,7.83281544670754,NA,NA,1,NA,1,NA
"Taurotragus_oryx","Artiodactyla","Bovidae","Taurotragus","oryx",13.2403111817078,NA,7.88487014218115,10.4912742174382,11.9183905730784,3,195.15,1,128.68
"Tayassu_pecari","Artiodactyla","Tayassuidae","Tayassu","pecari",10.3671810019077,4.77912349311153,7.01211529430638,NA,NA,6,40.97,1,13.64
"Tetracerus_quadricornis","Artiodactyla","Bovidae","Tetracerus","quadricornis",9.86693352062577,NA,6.90775527898214,NA,NA,5,NA,NA,NA
"Tragelaphus_angasii","Artiodactyla","Bovidae","Tragelaphus","angasii",11.3807275828253,NA,7.56830695117215,NA,NA,4,1.63,1,212.91
"Tragelaphus_buxtoni","Artiodactyla","Bovidae","Tragelaphus","buxtoni",12.2783967954758,NA,7.7184365753316,NA,NA,1,NA,1,NA
"Tragelaphus_eurycerus","Artiodactyla","Bovidae","Tragelaphus","eurycerus",12.5098680850836,NA,7.72973093577099,NA,NA,4,NA,1,NA
"Tragelaphus_imberbis","Artiodactyla","Bovidae","Tragelaphus","imberbis",11.4544526700628,NA,7.42356844425917,NA,NA,3,NA,1,NA
"Tragelaphus_scriptus","Artiodactyla","Bovidae","Tragelaphus","scriptus",10.6747615296604,NA,7.1285761349267,NA,NA,4,0.02,1,NA
"Tragelaphus_spekii","Artiodactyla","Bovidae","Tragelaphus","spekii",11.232606220255,NA,7.32701809277467,NA,NA,2,NA,1,NA
"Tragelaphus_strepsiceros","Artiodactyla","Bovidae","Tragelaphus","strepsiceros",12.2359052452372,NA,7.69620809388153,NA,NA,2,835.1,1,182.5
"Tragulus_javanicus","Artiodactyla","Tragulidae","Tragulus","javanicus",7.54429507033076,NA,6.2427873086875,6.77090409623294,7.38894609761844,3,NA,NA,21
"Tragulus_kanchil","Artiodactyla","Tragulidae","Tragulus","kanchil",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragulus_napu","Artiodactyla","Tragulidae","Tragulus","napu",8.57048179385205,NA,6.33214221421171,NA,NA,3,NA,NA,84.86
"Tragulus_nigricans","Artiodactyla","Tragulidae","Tragulus","nigricans",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragulus_versicolor","Artiodactyla","Tragulidae","Tragulus","versicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragulus_williamsoni","Artiodactyla","Tragulidae","Tragulus","williamsoni",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vicugna_vicugna","Artiodactyla","Camelidae","Vicugna","vicugna",10.7684767794627,NA,7.36201055125973,NA,NA,1,0.12,1,309.89
"Acinonyx_jubatus","Carnivora","Felidae","Acinonyx","jubatus",10.8312703964049,NA,7.30008786509997,9.74771055096429,10.797532675463,1,88.27,1,91.42
"Ailuropoda_melanoleuca","Carnivora","Ursidae","Ailuropoda","melanoleuca",11.678439818702,NA,7.20487765125327,NA,NA,3,3.55,1,178.98
"Ailurus_fulgens","Carnivora","Ailuridae","Ailurus","fulgens",8.55064344127057,NA,6.36702012481,6.73144760250496,8.58391682345914,3,1.43,1,136.87
"Aonyx_capensis","Carnivora","Mustelidae","Aonyx","capensis",9.86901100799752,NA,6.70343348190852,NA,NA,6,99.74,1,NA
"Aonyx_cinerea","Carnivora","Mustelidae","Aonyx","cinerea",8.16837019722148,NA,6.24701720362013,NA,NA,2,NA,1,79.54
"Arctictis_binturong","Carnivora","Viverridae","Arctictis","binturong",9.47270386721261,NA,6.66587478233096,7.53777094810197,9.52076193139745,3,NA,1,117.57
"Arctocephalus_australis","Carnivora","Otariidae","Arctocephalus","australis",11.1269604383959,NA,7.40706282361959,NA,NA,6,NA,1,365
"Arctocephalus_forsteri","Carnivora","Otariidae","Arctocephalus","forsteri",11.5253478862033,NA,7.43907152861312,NA,NA,6,NA,1,323.72
"Arctocephalus_galapagoensis","Carnivora","Otariidae","Arctocephalus","galapagoensis",10.5827396418966,NA,7.20949556998495,9.4281738497715,10.7353091277838,6,NA,1,821.25
"Arctocephalus_gazella","Carnivora","Otariidae","Arctocephalus","gazella",11.4783339166809,NA,7.35791328000717,NA,NA,1,NA,1,116.28
"Arctocephalus_philippii","Carnivora","Otariidae","Arctocephalus","philippii",11.4616320653195,NA,7.43540262095793,NA,NA,6,NA,1,NA
"Arctocephalus_pusillus","Carnivora","Otariidae","Arctocephalus","pusillus",12.0923438802018,NA,7.54925647138645,NA,NA,1,NA,1,356.3
"Arctocephalus_townsendi","Carnivora","Otariidae","Arctocephalus","townsendi",11.5235063890369,NA,7.44097428877588,NA,NA,1,NA,1,328.13
"Arctocephalus_tropicalis","Carnivora","Otariidae","Arctocephalus","tropicalis",11.4319599566471,NA,7.39028018878154,NA,NA,6,NA,1,304.16
"Arctogalidia_trivirgata","Carnivora","Viverridae","Arctogalidia","trivirgata",7.75095475244318,NA,6.26701077721524,6.5366915975913,7.78322401633604,6,NA,1,49.41
"Arctonyx_collaris","Carnivora","Mustelidae","Arctonyx","collaris",9.00779814851977,NA,6.53701038735216,NA,NA,6,NA,1,165.64
"Atelocynus_microtis","Carnivora","Canidae","Atelocynus","microtis",9.03159879938492,NA,6.72264182847739,NA,NA,1,NA,1,NA
"Atilax_paludinosus","Carnivora","Herpestidae","Atilax","paludinosus",8.18873356790102,NA,6.21262613563088,NA,NA,6,1.73,1,35.89
"Bassaricyon_alleni","Carnivora","Procyonidae","Bassaricyon","alleni",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bassaricyon_beddardi","Carnivora","Procyonidae","Bassaricyon","beddardi",7.11883434619529,NA,NA,NA,NA,NA,NA,1,NA
"Bassaricyon_gabbii","Carnivora","Procyonidae","Bassaricyon","gabbii",7.13089883029635,NA,6.01924993311592,NA,NA,6,NA,2,89.49
"Bassaricyon_lasius","Carnivora","Procyonidae","Bassaricyon","lasius",7.09007683577609,NA,NA,NA,NA,NA,NA,1,NA
"Bassaricyon_pauli","Carnivora","Procyonidae","Bassaricyon","pauli",7.09007683577609,NA,NA,NA,NA,NA,NA,1,NA
"Bassariscus_astutus","Carnivora","Procyonidae","Bassariscus","astutus",6.91807187938409,NA,5.82594110858991,NA,NA,6,0.74,1,53.84
"Bassariscus_sumichrasti","Carnivora","Procyonidae","Bassariscus","sumichrasti",6.80903930604298,NA,6.0490964599407,6.10523956136683,6.80903930604298,6,NA,1,119.32
"Bdeogale_crassicauda","Carnivora","Herpestidae","Bdeogale","crassicauda",7.45131717575026,NA,6.09701754424006,NA,NA,1,NA,1,NA
"Bdeogale_jacksoni","Carnivora","Herpestidae","Bdeogale","jacksoni",7.82404601085629,NA,NA,NA,NA,2,NA,1,NA
"Bdeogale_nigripes","Carnivora","Herpestidae","Bdeogale","nigripes",7.87207779228812,NA,6.41570234053943,NA,NA,6,NA,1,NA
"Callorhinus_ursinus","Carnivora","Otariidae","Callorhinus","ursinus",10.9235042248777,NA,7.45865894060123,NA,NA,6,NA,1,108.69
"Canis_adustus","Carnivora","Canidae","Canis","adustus",9.24883870889395,NA,6.61381365635921,NA,NA,6,1.01,1,52.89
"Canis_aureus","Carnivora","Canidae","Canis","aureus",9.1756143425811,NA,6.7184453603705,NA,NA,6,2.95,1,61.3
"Canis_latrans","Carnivora","Canidae","Canis","latrans",9.3917531826521,NA,6.77123657162996,8.21581779183245,9.25435725739296,1,18.88,1,43.71
"Canis_lupus","Carnivora","Canidae","Canis","lupus",10.3658530226732,NA,6.96129604591017,9.32849667129435,10.4072885613652,1,159.86,1,44.82
"Canis_mesomelas","Carnivora","Canidae","Canis","mesomelas",9.01764115303605,NA,6.5614124883255,NA,NA,6,11.93,1,34.1
"Canis_simensis","Carnivora","Canidae","Canis","simensis",9.57233136067678,NA,6.84395248712939,NA,NA,1,4.2,1,69.6
"Caracal_caracal","Carnivora","Felidae","Caracal","caracal",9.38968918119796,NA,6.60567673957978,NA,NA,1,293.94,1,120.41
"Catopuma_badia","Carnivora","Felidae","Catopuma","badia",8.14017558867627,NA,6.30700494768816,NA,NA,NA,NA,1,NA
"Catopuma_temminckii","Carnivora","Felidae","Catopuma","temminckii",8.95240608067206,NA,6.78823949298057,NA,NA,1,NA,1,NA
"Cerdocyon_thous","Carnivora","Canidae","Cerdocyon","thous",8.65550364611003,NA,6.47398328465844,7.35023353716312,8.62924069922287,7,1.41,1,72.33
"Chrotogale_owstoni","Carnivora","Viverridae","Chrotogale","owstoni",8.09184471275224,NA,6.34614500337786,NA,NA,6,NA,1,NA
"Chrysocyon_brachyurus","Carnivora","Canidae","Chrysocyon","brachyurus",10.0572810257155,NA,7.12746895499315,NA,NA,6,21.36,1,119
"Civettictis_civetta","Carnivora","Viverridae","Civettictis","civetta",9.39894051049351,NA,6.67221014495018,NA,NA,6,NA,1,82.91
"Conepatus_chinga","Carnivora","Mephitidae","Conepatus","chinga",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Conepatus_humboldtii","Carnivora","Mephitidae","Conepatus","humboldtii",7.00089036771729,NA,5.86700615575822,NA,NA,1,0.1,1,NA
"Conepatus_leuconotus","Carnivora","Mephitidae","Conepatus","leuconotus",8.09983058795995,NA,6.04360623151093,NA,NA,1,NA,1,45.56
"Conepatus_semistriatus","Carnivora","Mephitidae","Conepatus","semistriatus",7.59957157430709,NA,NA,NA,NA,6,0.27,1,NA
"Crocuta_crocuta","Carnivora","Hyaenidae","Crocuta","crocuta",11.0567455267108,NA,7.17020415525456,NA,NA,1,21.93,1,371.37
"Crossarchus_alexandri","Carnivora","Herpestidae","Crossarchus","alexandri",7.31548448874337,NA,6.10700061577931,NA,NA,NA,NA,1,NA
"Crossarchus_ansorgei","Carnivora","Herpestidae","Crossarchus","ansorgei",6.5510803350434,NA,5.78542390369343,NA,NA,6,NA,1,NA
"Crossarchus_obscurus","Carnivora","Herpestidae","Crossarchus","obscurus",7.24071420830342,NA,5.82594110858991,NA,NA,6,NA,1,29.23
"Crossarchus_platycephalus","Carnivora","Herpestidae","Crossarchus","platycephalus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cryptoprocta_ferox","Carnivora","Eupleridae","Cryptoprocta","ferox",9.15904707758863,5.50533153593236,6.58760510972578,NA,NA,2,0.75,2,136.1
"Cuon_alpinus","Carnivora","Canidae","Cuon","alpinus",9.66776521901506,NA,6.89541950522102,NA,NA,1,33.64,1,57.33
"Cynictis_penicillata","Carnivora","Herpestidae","Cynictis","penicillata",6.54306256416411,NA,5.67630849765545,NA,NA,1,1.89,1,41.76
"Cynogale_bennettii","Carnivora","Viverridae","Cynogale","bennettii",8.35386687724763,NA,6.43701537875543,NA,NA,6,NA,1,NA
"Cystophora_cristata","Carnivora","Phocidae","Cystophora","cristata",12.5385971357588,NA,7.75064056110668,11.0507471380258,12.5526398630797,6,NA,1,9.5
"Diplogale_hosei","Carnivora","Viverridae","Diplogale","hosei",NA,NA,6.39547860294883,NA,NA,6,NA,1,NA
"Dologale_dybowskii","Carnivora","Herpestidae","Dologale","dybowskii",5.89142319292776,NA,5.66694558460423,NA,NA,NA,NA,1,NA
"Dusicyon_australis","Carnivora","Canidae","Dusicyon","australis",NA,NA,6.86394967124466,NA,NA,1,NA,1,NA
"Eira_barbara","Carnivora","Mustelidae","Eira","barbara",8.32724018907518,NA,6.41777748772898,7.44530072744751,8.32724260745779,2,11.4,2,94.46
"Enhydra_lutris","Carnivora","Mustelidae","Enhydra","lutris",10.2186971179442,NA,7.26941477935283,9.39764947028118,9.7981270368783,6,3.43,NA,178.98
"Erignathus_barbatus","Carnivora","Phocidae","Erignathus","barbatus",12.5425448464371,NA,7.73768169720329,NA,NA,6,NA,1,20.94
"Eumetopias_jubatus","Carnivora","Otariidae","Eumetopias","jubatus",12.8543969742196,NA,7.89830340041811,NA,NA,6,NA,1,351
"Eupleres_goudotii","Carnivora","Eupleridae","Eupleres","goudotii",7.92419537200356,NA,6.30990009624304,NA,NA,6,NA,1,62.99
"Felis_bieti","Carnivora","Felidae","Felis","bieti",8.61012782456985,NA,6.66434524280646,NA,NA,NA,NA,1,NA
"Felis_catus","Carnivora","Felidae","Felis","catus",7.96721085244905,NA,NA,NA,NA,NA,1.41,NA,NA
"Felis_chaus","Carnivora","Felidae","Felis","chaus",8.87598449428672,NA,6.55700560306278,NA,NA,1,NA,1,95.49
"Felis_manul","Carnivora","Felidae","Felis","manul",8.02289686960146,NA,6.35137425355664,NA,NA,1,NA,1,NA
"Felis_margarita","Carnivora","Felidae","Felis","margarita",7.94568294403374,NA,6.23701517433302,NA,NA,1,NA,1,NA
"Felis_nigripes","Carnivora","Felidae","Felis","nigripes",7.2172746720429,NA,5.99158953929613,NA,NA,1,NA,1,67.23
"Felis_silvestris","Carnivora","Felidae","Felis","silvestris",8.42794221749148,NA,6.21162364938123,8.0659563590619,8.4084937744929,1,1.29,1,76.01
"Fossa_fossana","Carnivora","Eupleridae","Fossa","fossana",7.5250899585811,NA,6.12442077435661,6.70023898355363,7.61579107203583,6,0.75,2,66.84
"Galerella_flavescens","Carnivora","Herpestidae","Galerella","flavescens",6.62007320653036,NA,NA,NA,NA,NA,NA,1,NA
"Galerella_ochracea","Carnivora","Herpestidae","Galerella","ochracea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Galerella_pulverulenta","Carnivora","Herpestidae","Galerella","pulverulenta",6.67380352895132,NA,5.85616015507708,NA,NA,2,3.81,1,NA
"Galerella_sanguinea","Carnivora","Herpestidae","Galerella","sanguinea",6.29863669801764,NA,5.79608814544023,5.92050545816749,6.19440539110467,6,0.66,1,54.44
"Galictis_cuja","Carnivora","Mustelidae","Galictis","cuja",6.90775527898214,NA,6.04805752334044,NA,NA,1,NA,1,NA
"Galictis_vittata","Carnivora","Mustelidae","Galictis","vittata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Galidia_elegans","Carnivora","Eupleridae","Galidia","elegans",6.69703424766648,NA,5.86098563378174,NA,NA,6,0.17,2,59.27
